Kode PTN,Nama Kampus,Kode Jurusan,Nama Jurusan,Jenjang,Portofolio,Peminat 2024,Daya Tampung 2024,Peminat 2025,Daya Tampung 2025,Link Detail
1111,"USK",'11111001,"PENDIDIKAN DOKTER HEWAN","Sarjana","Tidak Ada",350,72,334,72,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111001&jenis=0"
1111,"USK",'11111002,"TEKNIK SIPIL","Sarjana","Tidak Ada",525,84,515,84,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111002&jenis=0"
1111,"USK",'11111003,"TEKNIK MESIN","Sarjana","Tidak Ada",259,36,282,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111003&jenis=0"
1111,"USK",'11111004,"TEKNIK KIMIA","Sarjana","Tidak Ada",207,48,225,54,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111004&jenis=0"
1111,"USK",'11111005,"ARSITEKTUR","Sarjana","Tidak Ada",272,48,259,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111005&jenis=0"
1111,"USK",'11111006,"TEKNIK ELEKTRO","Sarjana","Tidak Ada",217,48,299,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111006&jenis=0"
1111,"USK",'11111007,"AGROTEKNOLOGI","Sarjana","Tidak Ada",181,36,252,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111007&jenis=0"
1111,"USK",'11111008,"AGRIBISNIS","Sarjana","Tidak Ada",309,48,348,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111008&jenis=0"
1111,"USK",'11111009,"PETERNAKAN","Sarjana","Tidak Ada",111,36,125,39,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111009&jenis=0"
1111,"USK",'11111010,"TEKNOLOGI PANGAN DAN HASIL PERTANIAN","Sarjana","Tidak Ada",125,48,180,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111010&jenis=0"
1111,"USK",'11111011,"TEKNIK PERTANIAN","Sarjana","Tidak Ada",187,48,239,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111011&jenis=0"
1111,"USK",'11111012,"PENDIDIKAN BIOLOGI","Sarjana","Tidak Ada",227,48,271,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111012&jenis=0"
1111,"USK",'11111013,"PENDIDIKAN MATEMATIKA","Sarjana","Tidak Ada",279,48,297,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111013&jenis=0"
1111,"USK",'11111014,"PENDIDIKAN FISIKA","Sarjana","Tidak Ada",103,48,95,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111014&jenis=0"
1111,"USK",'11111015,"PENDIDIKAN KIMIA","Sarjana","Tidak Ada",103,36,132,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111015&jenis=0"
1111,"USK",'11111016,"PENDIDIKAN DOKTER","Sarjana","Tidak Ada",1182,75,1147,75,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111016&jenis=0"
1111,"USK",'11111017,"ILMU KEPERAWATAN","Sarjana","Tidak Ada",1279,108,1343,108,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111017&jenis=0"
1111,"USK",'11111018,"PENDIDIKAN DOKTER GIGI","Sarjana","Tidak Ada",685,30,664,30,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111018&jenis=0"
1111,"USK",'11111019,"MATEMATIKA","Sarjana","Tidak Ada",90,36,91,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111019&jenis=0"
1111,"USK",'11111020,"FISIKA","Sarjana","Tidak Ada",38,36,29,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111020&jenis=0"
1111,"USK",'11111021,"KIMIA","Sarjana","Tidak Ada",80,36,120,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111021&jenis=0"
1111,"USK",'11111022,"BIOLOGI","Sarjana","Tidak Ada",126,36,166,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111022&jenis=0"
1111,"USK",'11111023,"ILMU KELAUTAN","Sarjana","Tidak Ada",123,48,152,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111023&jenis=0"
1111,"USK",'11111024,"BUDIDAYA PERAIRAN","Sarjana","Tidak Ada",68,48,76,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111024&jenis=0"
1111,"USK",'11111025,"TEKNIK INDUSTRI","Sarjana","Tidak Ada",395,36,455,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111025&jenis=0"
1111,"USK",'11111026,"INFORMATIKA","Sarjana","Tidak Ada",992,36,959,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111026&jenis=0"
1111,"USK",'11111027,"FARMASI","Sarjana","Tidak Ada",1441,24,1311,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111027&jenis=0"
1111,"USK",'11111028,"TEKNIK GEOFISIKA","Sarjana","Tidak Ada",83,36,88,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111028&jenis=0"
1111,"USK",'11111029,"TEKNIK PERTAMBANGAN","Sarjana","Tidak Ada",605,36,662,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111029&jenis=0"
1111,"USK",'11111030,"STATISTIKA","Sarjana","Tidak Ada",253,36,270,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111030&jenis=0"
1111,"USK",'11111031,"PEMANFAATAN SUMBERDAYA PERIKANAN","Sarjana","Tidak Ada",56,36,50,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111031&jenis=0"
1111,"USK",'11111032,"ILMU TANAH","Sarjana","Tidak Ada",64,36,67,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111032&jenis=0"
1111,"USK",'11111033,"TEKNIK GEOLOGI","Sarjana","Tidak Ada",126,24,206,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111033&jenis=0"
1111,"USK",'11111034,"AGROTEKNOLOGI (PSDKU GAYO LUES)","Sarjana","Tidak Ada",20,12,15,12,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111034&jenis=0"
1111,"USK",'11111035,"PENDIDIKAN BIOLOGI (PDSKU GAYO LUES)","Sarjana","Tidak Ada",10,12,12,12,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111035&jenis=0"
1111,"USK",'11111036,"KEHUTANAN (PSDKU GAYO LUES)","Sarjana","Tidak Ada",15,18,18,18,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111036&jenis=0"
1111,"USK",'11111037,"PROTEKSI TANAMAN","Sarjana","Tidak Ada",49,24,62,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111037&jenis=0"
1111,"USK",'11111038,"PERENCANAAN WILAYAH DAN KOTA","Sarjana","Tidak Ada",250,36,252,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111038&jenis=0"
1111,"USK",'11111039,"KEHUTANAN","Sarjana","Tidak Ada",113,36,170,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111039&jenis=0"
1111,"USK",'11111040,"TEKNIK KOMPUTER","Sarjana","Tidak Ada",773,48,712,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111040&jenis=0"
1111,"USK",'11111041,"EKONOMI PEMBANGUNAN","Sarjana","Tidak Ada",260,48,317,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111041&jenis=0"
1111,"USK",'11111042,"MANAJEMEN","Sarjana","Tidak Ada",1058,60,927,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111042&jenis=0"
1111,"USK",'11111043,"AKUNTANSI","Sarjana","Tidak Ada",705,60,716,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111043&jenis=0"
1111,"USK",'11111044,"ILMU HUKUM","Sarjana","Tidak Ada",953,168,979,168,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111044&jenis=0"
1111,"USK",'11111045,"PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN","Sarjana","Tidak Ada",372,42,509,42,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111045&jenis=0"
1111,"USK",'11111046,"PENDIDIKAN SEJARAH","Sarjana","Tidak Ada",270,36,428,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111046&jenis=0"
1111,"USK",'11111047,"PENDIDIKAN EKONOMI","Sarjana","Tidak Ada",141,48,231,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111047&jenis=0"
1111,"USK",'11111048,"PENDIDIKAN GEOGRAFI","Sarjana","Tidak Ada",200,48,282,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111048&jenis=0"
1111,"USK",'11111049,"PENDIDIKAN BAHASA INDONESIA","Sarjana","Tidak Ada",409,48,509,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111049&jenis=0"
1111,"USK",'11111050,"PENDIDIKAN BAHASA INGGRIS","Sarjana","Tidak Ada",377,48,430,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111050&jenis=0"
1111,"USK",'11111051,"PENDIDIKAN SENI DRAMA TARI DAN MUSIK","Sarjana","Sendratasik",136,48,186,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111051&jenis=0"
1111,"USK",'11111052,"PENDIDIKAN KESEJAHTERAAN KELUARGA","Sarjana","Tidak Ada",415,48,409,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111052&jenis=0"
1111,"USK",'11111053,"PEND. JASMANI KESEHATAN DAN REKREASI","Sarjana","Olahraga",223,48,296,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111053&jenis=0"
1111,"USK",'11111054,"BIMBINGAN KONSELING","Sarjana","Tidak Ada",789,36,1101,45,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111054&jenis=0"
1111,"USK",'11111055,"PENDIDIKAN GURU SEKOLAH DASAR","Sarjana","Tidak Ada",1088,60,1077,69,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111055&jenis=0"
1111,"USK",'11111056,"PSIKOLOGI","Sarjana","Tidak Ada",619,24,544,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111056&jenis=0"
1111,"USK",'11111057,"ILMU POLITIK","Sarjana","Tidak Ada",153,48,169,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111057&jenis=0"
1111,"USK",'11111058,"SOSIOLOGI","Sarjana","Tidak Ada",222,48,224,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111058&jenis=0"
1111,"USK",'11111059,"ILMU KOMUNIKASI","Sarjana","Tidak Ada",578,54,531,54,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111059&jenis=0"
1111,"USK",'11111060,"PENDIDIKAN GURU PAUD","Sarjana","Tidak Ada",327,42,317,42,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111060&jenis=0"
1111,"USK",'11111061,"ILMU PEMERINTAHAN","Sarjana","Tidak Ada",258,54,323,54,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111061&jenis=0"
1111,"USK",'11111062,"EKONOMI ISLAM","Sarjana","Tidak Ada",265,48,253,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111062&jenis=0"
1111,"USK",'11111063,"MANAJEMEN (PSDKU GAYO LUES)","Sarjana","Tidak Ada",34,24,23,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111063&jenis=0"
1111,"USK",'11111078,"TEKNOLOGI INDUSTRI HASIL PERIKANAN","Sarjana","Tidak Ada",,,43,15,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111078&jenis=0"
1111,"USK",'11111079,"BISNIS DIGITAL","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111079&jenis=0"
1111,"USK",'11111080,"TEKNIK SUMBER DAYA AIR","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111080&jenis=0"
1111,"USK",'11111081,"TEKNIK PERMINYAKAN","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111081&jenis=0"
1111,"USK",'11111082,"TEKNIK LINGKUNGAN","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111082&jenis=0"
1111,"USK",'11112065,"AKUNTANSI PERPAJAKAN","Sarjana Terapan","Tidak Ada",75,24,87,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111065&jenis=0"
1111,"USK",'11113064,"KESEHATAN HEWAN","Diploma Tiga","Tidak Ada",10,9,14,9,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111064&jenis=0"
1111,"USK",'11113066,"MANAJEMEN AGRIBISNIS","Diploma Tiga","Tidak Ada",17,24,9,30,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111066&jenis=0"
1111,"USK",'11113067,"TEKNIK LISTRIK","Diploma Tiga","Tidak Ada",9,12,18,12,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111067&jenis=0"
1111,"USK",'11113068,"BUDIDAYA PETERNAKAN","Diploma Tiga","Tidak Ada",5,12,5,18,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111068&jenis=0"
1111,"USK",'11113069,"TEKNIK MESIN","Diploma Tiga","Tidak Ada",16,12,15,12,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111069&jenis=0"
1111,"USK",'11113071,"TEKNIK SIPIL","Diploma Tiga","Tidak Ada",15,24,11,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111071&jenis=0"
1111,"USK",'11113072,"SEKRETARI","Diploma Tiga","Tidak Ada",18,12,19,12,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111072&jenis=0"
1111,"USK",'11113073,"MANAJEMEN PERUSAHAAN","Diploma Tiga","Tidak Ada",20,12,20,12,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111073&jenis=0"
1111,"USK",'11113075,"AKUNTANSI","Diploma Tiga","Tidak Ada",15,24,12,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111075&jenis=0"
1111,"USK",'11113076,"KEUANGAN DAN PERBANKAN","Diploma Tiga","Tidak Ada",36,24,48,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111076&jenis=0"
1111,"USK",'11113077,"MANAJEMEN INFORMATIKA","Diploma Tiga","Tidak Ada",33,24,21,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=111&prodi=111077&jenis=0"
1112,"UNIMAL",'11121001,"TEKNIK SIPIL","Sarjana","Tidak Ada",214,150,265,165,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112001&jenis=0"
1112,"UNIMAL",'11121002,"TEKNIK MESIN","Sarjana","Tidak Ada",215,150,243,150,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112002&jenis=0"
1112,"UNIMAL",'11121003,"TEKNIK KIMIA","Sarjana","Tidak Ada",126,150,124,125,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112003&jenis=0"
1112,"UNIMAL",'11121004,"TEKNIK ELEKTRO","Sarjana","Tidak Ada",158,100,164,100,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112004&jenis=0"
1112,"UNIMAL",'11121005,"TEKNIK INDUSTRI","Sarjana","Tidak Ada",259,125,367,125,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112005&jenis=0"
1112,"UNIMAL",'11121006,"TEKNIK INFORMATIKA","Sarjana","Tidak Ada",645,125,640,148,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112006&jenis=0"
1112,"UNIMAL",'11121007,"TEKNIK ARSITEKTUR","Sarjana","Tidak Ada",84,100,81,75,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112007&jenis=0"
1112,"UNIMAL",'11121008,"AGROEKOTEKNOLOGI","Sarjana","Tidak Ada",242,135,291,150,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112008&jenis=0"
1112,"UNIMAL",'11121009,"AGRIBISNIS","Sarjana","Tidak Ada",187,75,274,125,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112009&jenis=0"
1112,"UNIMAL",'11121010,"AKUAKULTUR","Sarjana","Tidak Ada",19,45,51,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112010&jenis=0"
1112,"UNIMAL",'11121011,"KEDOKTERAN","Sarjana","Tidak Ada",738,47,707,47,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112011&jenis=0"
1112,"UNIMAL",'11121012,"PENDIDIKAN FISIKA","Sarjana","Tidak Ada",54,60,46,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112012&jenis=0"
1112,"UNIMAL",'11121013,"PENDIDIKAN KIMIA","Sarjana","Tidak Ada",51,60,66,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112013&jenis=0"
1112,"UNIMAL",'11121014,"PENDIDIKAN MATEMATIKA","Sarjana","Tidak Ada",107,60,155,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112014&jenis=0"
1112,"UNIMAL",'11121015,"PENDIDIKAN VOKASIONAL TEKNIK MESIN","Sarjana","Tidak Ada",18,30,36,30,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112015&jenis=0"
1112,"UNIMAL",'11121016,"SISTEM INFORMASI","Sarjana","Tidak Ada",284,100,264,100,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112016&jenis=0"
1112,"UNIMAL",'11121017,"ILMU KELAUTAN","Sarjana","Tidak Ada",47,45,54,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112017&jenis=0"
1112,"UNIMAL",'11121018,"TEKNIK MATERIAL","Sarjana","Tidak Ada",13,60,31,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112018&jenis=0"
1112,"UNIMAL",'11121019,"TEKNIK LOGISTIK","Sarjana","Tidak Ada",43,50,50,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112019&jenis=0"
1112,"UNIMAL",'11121020,"MANAJEMEN","Sarjana","Tidak Ada",616,165,587,200,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112020&jenis=0"
1112,"UNIMAL",'11121021,"AKUNTANSI","Sarjana","Tidak Ada",325,140,386,155,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112021&jenis=0"
1112,"UNIMAL",'11121022,"ILMU EKONOMI & STUDI PEMBANGUNAN","Sarjana","Tidak Ada",85,140,117,140,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112022&jenis=0"
1112,"UNIMAL",'11121023,"ADMINISTRASI PUBLIK","Sarjana","Tidak Ada",260,160,280,175,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112023&jenis=0"
1112,"UNIMAL",'11121024,"SOSIOLOGI","Sarjana","Tidak Ada",163,80,192,103,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112024&jenis=0"
1112,"UNIMAL",'11121025,"ILMU POLITIK","Sarjana","Tidak Ada",62,100,45,100,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112025&jenis=0"
1112,"UNIMAL",'11121026,"ANTROPOLOGI","Sarjana","Tidak Ada",35,80,59,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112026&jenis=0"
1112,"UNIMAL",'11121027,"ILMU KOMUNIKASI","Sarjana","Tidak Ada",306,160,294,175,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112027&jenis=0"
1112,"UNIMAL",'11121028,"HUKUM","Sarjana","Tidak Ada",354,225,381,275,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112028&jenis=0"
1112,"UNIMAL",'11121029,"EKONOMI SYARIAH","Sarjana","Tidak Ada",157,80,162,103,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112029&jenis=0"
1112,"UNIMAL",'11121030,"PSIKOLOGI","Sarjana","Tidak Ada",392,75,379,98,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112030&jenis=0"
1112,"UNIMAL",'11121031,"PENDIDIKAN BAHASA INDONESIA","Sarjana","Tidak Ada",298,50,384,90,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112031&jenis=0"
1112,"UNIMAL",'11121032,"ADMINISTRASI BISNIS","Sarjana","Tidak Ada",199,60,264,75,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112032&jenis=0"
1112,"UNIMAL",'11121033,"KEWIRUSAHAAN","Sarjana","Tidak Ada",80,50,98,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112033&jenis=0"
1112,"UNIMAL",'11121036,"PENDIDIKAN ILMU PENGETAHUAN ALAM","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112036&jenis=0"
1112,"UNIMAL",'11121037,"PENDIDIKAN VOKASIONAL REKAYASA ELEKTRO","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112037&jenis=0"
1112,"UNIMAL",'11121038,"BIOTEKNOLOGI","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112038&jenis=0"
1112,"UNIMAL",'11121039,"PERENCANAAN WILAYAH DAN KOTA","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112039&jenis=0"
1112,"UNIMAL",'11121040,"TEKNIK LINGKUNGAN","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112040&jenis=0"
1112,"UNIMAL",'11123034,"KEPERAWATAN","Diploma Tiga","Tidak Ada",124,20,158,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=112&prodi=112034&jenis=0"
1113,"UTU",'11131001,"TEKNIK SIPIL","Sarjana","Tidak Ada",94,60,100,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=113&prodi=113001&jenis=0"
1113,"UTU",'11131002,"TEKNIK MESIN","Sarjana","Tidak Ada",80,64,103,64,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=113&prodi=113002&jenis=0"
1113,"UTU",'11131003,"TEKNIK INDUSTRI","Sarjana","Tidak Ada",97,48,123,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=113&prodi=113003&jenis=0"
1113,"UTU",'11131004,"AGRIBISNIS","Sarjana","Tidak Ada",72,48,79,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=113&prodi=113004&jenis=0"
1113,"UTU",'11131005,"AGROTEKNOLOGI","Sarjana","Tidak Ada",44,40,67,40,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=113&prodi=113005&jenis=0"
1113,"UTU",'11131006,"PERIKANAN","Sarjana","Tidak Ada",45,24,32,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=113&prodi=113006&jenis=0"
