Kode PTN,Nama Kampus,Kode Jurusan,Nama Jurusan,Jenjang,Portofolio,Peminat 2024,Daya Tampung 2024,Peminat 2025,Daya Tampung 2025,Link Detail
1362,"UNY",'13621029,"PENDIDIKAN LUAR BIASA","Sarjana","Tidak Ada",200,24,154,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362029&jenis=0"
1362,"UNY",'13621030,"PENDIDIKAN LUAR SEKOLAH","Sarjana","Tidak Ada",95,16,73,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362030&jenis=0"
1362,"UNY",'13621031,"PENDIDIKAN KRIYA","Sarjana","Seni Rupa, Desain, dan Kriya",56,16,69,20,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362031&jenis=0"
1362,"UNY",'13621032,"PENDIDIKAN KEWARGANEGARAAN","Sarjana","Tidak Ada",218,16,198,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362032&jenis=0"
1362,"UNY",'13621033,"PENDIDIKAN SEJARAH","Sarjana","Tidak Ada",262,22,205,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362033&jenis=0"
1362,"UNY",'13621034,"PENDIDIKAN GEOGRAFI","Sarjana","Tidak Ada",198,16,214,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362034&jenis=0"
1362,"UNY",'13621037,"PENDIDIKAN TEKNIK BUSANA","Sarjana","Tidak Ada",571,16,487,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362037&jenis=0"
1362,"UNY",'13621038,"PENDIDIKAN TEKNIK BOGA","Sarjana","Tidak Ada",608,16,542,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362038&jenis=0"
1362,"UNY",'13621039,"PENDIDIKAN ADMINISTRASI PERKANTORAN","Sarjana","Tidak Ada",367,22,326,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362039&jenis=0"
1362,"UNY",'13621040,"PENDIDIKAN AKUNTANSI","Sarjana","Tidak Ada",139,22,226,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362040&jenis=0"
1362,"UNY",'13621041,"PENDIDIKAN EKONOMI","Sarjana","Tidak Ada",213,24,234,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362041&jenis=0"
1362,"UNY",'13621042,"MANAJEMEN","Sarjana","Tidak Ada",2123,48,1796,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362042&jenis=0"
1362,"UNY",'13621043,"ILMU SEJARAH","Sarjana","Tidak Ada",173,16,152,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362043&jenis=0"
1362,"UNY",'13621044,"AKUNTANSI","Sarjana","Tidak Ada",1116,24,1230,30,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362044&jenis=0"
1362,"UNY",'13621045,"PENDIDIKAN SOSIOLOGI","Sarjana","Tidak Ada",227,16,246,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362045&jenis=0"
1362,"UNY",'13621046,"PENDIDIKAN IPS","Sarjana","Tidak Ada",154,16,178,22,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362046&jenis=0"
1362,"UNY",'13621047,"ADMINISTRASI PUBLIK","Sarjana","Tidak Ada",762,24,943,30,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362047&jenis=0"
1362,"UNY",'13621048,"KEBIJAKAN PENDIDIKAN","Sarjana","Tidak Ada",51,8,131,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362048&jenis=0"
1362,"UNY",'13621049,"PENDIDIKAN GURU SEKOLAH DASAR","Sarjana","Tidak Ada",1490,48,1386,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362049&jenis=0"
1362,"UNY",'13621050,"PENDIDIKAN GURU PAUD","Sarjana","Tidak Ada",202,16,151,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362050&jenis=0"
1362,"UNY",'13621052,"PENDIDIKAN BAHASA INGGRIS","Sarjana","Tidak Ada",565,40,621,48,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362052&jenis=0"
1362,"UNY",'13621053,"PENDIDIKAN BAHASA JERMAN","Sarjana","Tidak Ada",66,16,76,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362053&jenis=0"
1362,"UNY",'13621054,"PENDIDIKAN BAHASA PRANCIS","Sarjana","Tidak Ada",34,16,55,20,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362054&jenis=0"
1362,"UNY",'13621055,"PENDIDIKAN SENI RUPA","Sarjana","Seni Rupa, Desain, dan Kriya",107,16,105,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362055&jenis=0"
1362,"UNY",'13621056,"SASTRA INDONESIA","Sarjana","Tidak Ada",196,24,242,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362056&jenis=0"
1362,"UNY",'13621057,"SASTRA INGGRIS","Sarjana","Tidak Ada",391,24,435,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362057&jenis=0"
1362,"UNY",'13621058,"PENDIDIKAN SENI TARI","Sarjana","Tari",144,16,156,20,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362058&jenis=0"
1362,"UNY",'13621059,"PENDIDIKAN SENI MUSIK","Sarjana","Musik",86,16,105,20,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362059&jenis=0"
1362,"UNY",'13621060,"PENDIDIKAN BAHASA DAN SASTRA INDONESIA","Sarjana","Tidak Ada",562,38,586,44,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362060&jenis=0"
1362,"UNY",'13621061,"PENDIDIKAN BAHASA JAWA","Sarjana","Tidak Ada",209,30,227,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362061&jenis=0"
1362,"UNY",'13621062,"ILMU KOMUNIKASI","Sarjana","Tidak Ada",1316,30,1065,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362062&jenis=0"
1362,"UNY",'13621063,"PSIKOLOGI","Sarjana","Tidak Ada",1461,38,1350,44,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362063&jenis=0"
1362,"UNY",'13621075,"ARSITEKTUR","Sarjana","Tidak Ada",237,8,232,8,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362075&jenis=0"
1362,"UNY",'13621090,"TEKNIK INDUSTRI","Sarjana","Tidak Ada",441,16,739,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362090&jenis=0"
1362,"UNY",'13621091,"PARIWISATA","Sarjana","Tidak Ada",748,16,826,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362091&jenis=0"
1362,"UNY",'13621092,"ILMU POLITIK","Sarjana","Tidak Ada",,,101,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362092&jenis=0"
1362,"UNY",'13621093,"ILMU HUKUM","Sarjana","Tidak Ada",,,623,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362093&jenis=0"
1362,"UNY",'13621094,"KEDOKTERAN","Sarjana","Tidak Ada",,,562,10,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362094&jenis=0"
1362,"UNY",'13621095,"DESAIN KOMUNIKASI VISUAL","Sarjana","Seni Rupa, Desain, dan Kriya",,,144,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362095&jenis=0"
1362,"UNY",'13621096,"PENDIDIKAN AGAMA ISLAM","Sarjana","Tidak Ada",,,,,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362096&jenis=0"
1362,"UNY",'13622076,"TATA BUSANA","Sarjana Terapan","Tidak Ada",336,16,366,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362076&jenis=0"
1362,"UNY",'13622077,"TATA RIAS DAN KECANTIKAN","Sarjana Terapan","Tidak Ada",272,8,363,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362077&jenis=0"
1362,"UNY",'13622078,"TEKNIK ELEKTRONIKA","Sarjana Terapan","Tidak Ada",81,16,119,16,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362078&jenis=0"
1362,"UNY",'13622079,"AKUNTANSI","Sarjana Terapan","Tidak Ada",235,24,321,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362079&jenis=0"
1362,"UNY",'13622080,"TEKNIK ELEKTRO","Sarjana Terapan","Tidak Ada",49,8,119,8,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362080&jenis=0"
1362,"UNY",'13622081,"MANAJEMEN PEMASARAN","Sarjana Terapan","Tidak Ada",260,24,348,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362081&jenis=0"
1362,"UNY",'13622082,"TEKNIK MESIN","Sarjana Terapan","Tidak Ada",168,8,278,8,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362082&jenis=0"
1362,"UNY",'13622083,"TEKNIK SIPIL","Sarjana Terapan","Tidak Ada",94,8,160,8,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362083&jenis=0"
1362,"UNY",'13622084,"TATA BOGA","Sarjana Terapan","Tidak Ada",675,16,837,22,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362084&jenis=0"
1362,"UNY",'13622085,"MESIN OTOMOTIF","Sarjana Terapan","Tidak Ada",120,8,145,8,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362085&jenis=0"
1362,"UNY",'13622086,"ADMINISTRASI PERKANTORAN","Sarjana Terapan","Tidak Ada",440,24,420,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362086&jenis=0"
1362,"UNY",'13622087,"PENGOBATAN TRADISIONAL INDONESIA","Sarjana Terapan","Tidak Ada",44,8,64,10,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362087&jenis=0"
1362,"UNY",'13622088,"PENGELOLAAN USAHA REKREASI","Sarjana Terapan","Tidak Ada",20,8,85,10,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362088&jenis=0"
1362,"UNY",'13622089,"PROMOSI KESEHATAN","Sarjana Terapan","Tidak Ada",101,8,143,8,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=362&prodi=362089&jenis=0"
1363,"UPNVY",'13631001,"TEKNIK GEOLOGI","Sarjana","Tidak Ada",738,60,1234,75,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363001&jenis=0"
1363,"UPNVY",'13631002,"TEKNIK PERTAMBANGAN","Sarjana","Tidak Ada",1609,60,1799,75,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363002&jenis=0"
1363,"UPNVY",'13631003,"TEKNIK PERMINYAKAN","Sarjana","Tidak Ada",803,60,953,70,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363003&jenis=0"
1363,"UPNVY",'13631004,"TEKNIK LINGKUNGAN","Sarjana","Tidak Ada",325,36,662,45,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363004&jenis=0"
1363,"UPNVY",'13631005,"TEKNIK GEOFISIKA","Sarjana","Tidak Ada",166,24,343,35,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363005&jenis=0"
1363,"UPNVY",'13631006,"TEKNIK KIMIA","Sarjana","Tidak Ada",282,53,589,76,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363006&jenis=0"
1363,"UPNVY",'13631007,"TEKNIK INDUSTRI","Sarjana","Tidak Ada",750,62,1453,121,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363007&jenis=0"
1363,"UPNVY",'13631008,"TEKNIK INFORMATIKA","Sarjana","Tidak Ada",963,54,895,67,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363008&jenis=0"
1363,"UPNVY",'13631009,"AGROTEKNOLOGI","Sarjana","Tidak Ada",336,60,557,89,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363009&jenis=0"
1363,"UPNVY",'13631010,"AGRIBISNIS","Sarjana","Tidak Ada",373,47,526,63,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363010&jenis=0"
1363,"UPNVY",'13631011,"METALURGI","Sarjana","Tidak Ada",240,24,607,35,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363011&jenis=0"
1363,"UPNVY",'13631012,"ILMU TANAH","Sarjana","Tidak Ada",148,30,208,38,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363012&jenis=0"
1363,"UPNVY",'13631013,"SISTEM INFORMASI","Sarjana","Tidak Ada",523,42,641,52,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363013&jenis=0"
1363,"UPNVY",'13631014,"TEKNIK GEOMATIKA","Sarjana","Tidak Ada",105,22,205,30,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363014&jenis=0"
1363,"UPNVY",'13631015,"MANAJEMEN","Sarjana","Tidak Ada",1530,170,1250,190,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363015&jenis=0"
1363,"UPNVY",'13631016,"AKUNTANSI","Sarjana","Tidak Ada",1007,102,1011,122,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363016&jenis=0"
1363,"UPNVY",'13631017,"EKONOMI PEMBANGUNAN","Sarjana","Tidak Ada",549,70,472,74,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363017&jenis=0"
1363,"UPNVY",'13631018,"ILMU HUBUNGAN INTERNASIONAL","Sarjana","Tidak Ada",528,53,423,70,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363018&jenis=0"
1363,"UPNVY",'13631019,"ILMU ADMINISTRASI BISNIS","Sarjana","Tidak Ada",757,46,880,65,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363019&jenis=0"
1363,"UPNVY",'13631020,"ILMU KOMUNIKASI","Sarjana","Tidak Ada",890,53,879,72,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363020&jenis=0"
1363,"UPNVY",'13631021,"HUBUNGAN MASYARAKAT","Sarjana","Tidak Ada",542,46,551,73,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363021&jenis=0"
1363,"UPNVY",'13633022,"TEKNIK KIMIA","Diploma Tiga","Tidak Ada",26,18,98,31,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=363&prodi=363022&jenis=0"
1364,"ISI YK",'13641001,"SENI TARI","Sarjana","Tari",148,24,191,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364001&jenis=0"
1364,"ISI YK",'13641002,"SENI MUSIK","Sarjana","Musik",126,38,127,38,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364002&jenis=0"
1364,"ISI YK",'13641003,"PENDIDIKAN MUSIK","Sarjana","Musik",102,27,129,27,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364003&jenis=0"
1364,"ISI YK",'13641004,"PENCIPTAAN MUSIK","Sarjana","Musik",45,14,44,14,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364004&jenis=0"
1364,"ISI YK",'13641005,"SENI TEATER","Sarjana","Teater",38,21,56,21,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364005&jenis=0"
1364,"ISI YK",'13641006,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK","Sarjana","Sendratasik",38,14,60,14,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364006&jenis=0"
1364,"ISI YK",'13641007,"SENI RUPA MURNI","Sarjana","Seni Rupa, Desain, dan Kriya",173,36,184,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364007&jenis=0"
1364,"ISI YK",'13641008,"KRIYA SENI","Sarjana","Seni Rupa, Desain, dan Kriya",57,35,66,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364008&jenis=0"
1364,"ISI YK",'13641009,"DESAIN INTERIOR","Sarjana","Seni Rupa, Desain, dan Kriya",212,42,239,44,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364009&jenis=0"
1364,"ISI YK",'13641010,"DESAIN KOMUNIKASI VISUAL","Sarjana","Seni Rupa, Desain, dan Kriya",859,36,903,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364010&jenis=0"
1364,"ISI YK",'13641011,"DESAIN PRODUK","Sarjana","Seni Rupa, Desain, dan Kriya",68,24,103,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364011&jenis=0"
1364,"ISI YK",'13641012,"TELEVISI DAN FILM","Sarjana","Film dan Televisi",449,30,369,30,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364012&jenis=0"
1364,"ISI YK",'13641013,"FOTOGRAFI","Sarjana","Fotografi",180,36,177,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364013&jenis=0"
1364,"ISI YK",'13641014,"SENI KARAWITAN","Sarjana","Seni Karawitan",27,15,35,15,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364014&jenis=0"
1364,"ISI YK",'13641015,"ETNOMUSIKOLOGI","Sarjana","Etnomusikologi",9,15,21,15,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364015&jenis=0"
1364,"ISI YK",'13641016,"SENI PEDALANGAN","Sarjana","Seni Pedalangan",7,5,8,5,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364016&jenis=0"
1364,"ISI YK",'13641017,"TATA KELOLA SENI","Sarjana","Tidak Ada",80,21,80,23,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364017&jenis=0"
1364,"ISI YK",'13641021,"KONSERVASI SENI","Sarjana","Seni Rupa, Desain, dan Kriya",12,9,21,11,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364021&jenis=0"
1364,"ISI YK",'13642018,"PENYAJIAN MUSIK","Sarjana Terapan","Musik",53,12,49,14,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364018&jenis=0"
1364,"ISI YK",'13642022,"ANIMASI","Sarjana Terapan","Seni Rupa, Desain, dan Kriya",182,36,226,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364022&jenis=0"
1364,"ISI YK",'13642023,"DESAIN MODE KRIYA BATIK","Sarjana Terapan","Seni Rupa, Desain, dan Kriya",37,21,54,23,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364023&jenis=0"
1364,"ISI YK",'13642024,"DESAIN MEDIA","Sarjana Terapan","Seni Rupa, Desain, dan Kriya",31,12,47,21,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364024&jenis=0"
1364,"ISI YK",'13642025,"PRODUKSI FILM DAN TELEVISI","Sarjana Terapan","Film dan Televisi",56,10,72,11,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364025&jenis=0"
1364,"ISI YK",'13642026,"TEATER MUSIKAL","Sarjana Terapan","Sendratasik",,,2,8,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=364&prodi=364026&jenis=0"
1371,"UNEJ",'13711001,"AGROTEKNOLOGI / AGROEKOTEKNOLOGI","Sarjana","Tidak Ada",250,45,319,60,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371001&jenis=0"
1371,"UNEJ",'13711002,"AGRIBISNIS","Sarjana","Tidak Ada",385,40,351,54,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371002&jenis=0"
1371,"UNEJ",'13711003,"PENDIDIKAN MATEMATIKA","Sarjana","Tidak Ada",336,60,335,77,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371003&jenis=0"
1371,"UNEJ",'13711004,"PENDIDIKAN FISIKA","Sarjana","Tidak Ada",110,35,113,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371004&jenis=0"
1371,"UNEJ",'13711005,"PENDIDIKAN BIOLOGI","Sarjana","Tidak Ada",263,35,297,50,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371005&jenis=0"
1371,"UNEJ",'13711006,"TEKNOLOGI HASIL PERTANIAN","Sarjana","Tidak Ada",154,35,220,45,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371006&jenis=0"
1371,"UNEJ",'13711007,"TEKNIK PERTANIAN","Sarjana","Tidak Ada",130,35,163,45,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371007&jenis=0"
1371,"UNEJ",'13711008,"PENDIDIKAN DOKTER GIGI","Sarjana","Tidak Ada",681,40,813,57,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371008&jenis=0"
1371,"UNEJ",'13711009,"MATEMATIKA","Sarjana","Tidak Ada",138,30,152,41,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371009&jenis=0"
1371,"UNEJ",'13711010,"FISIKA","Sarjana","Tidak Ada",68,35,73,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371010&jenis=0"
1371,"UNEJ",'13711011,"KIMIA","Sarjana","Tidak Ada",147,35,183,41,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371011&jenis=0"
1371,"UNEJ",'13711012,"BIOLOGI","Sarjana","Tidak Ada",165,30,197,41,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371012&jenis=0"
1371,"UNEJ",'13711013,"PENDIDIKAN DOKTER","Sarjana","Tidak Ada",924,35,1124,57,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371013&jenis=0"
1371,"UNEJ",'13711014,"KESEHATAN MASYARAKAT","Sarjana","Tidak Ada",792,60,802,75,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371014&jenis=0"
1371,"UNEJ",'13711015,"TEKNIK MESIN","Sarjana","Tidak Ada",221,30,299,42,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371015&jenis=0"
1371,"UNEJ",'13711016,"TEKNIK ELEKTRO","Sarjana","Tidak Ada",201,30,285,42,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371016&jenis=0"
1371,"UNEJ",'13711017,"TEKNIK SIPIL","Sarjana","Tidak Ada",372,40,391,51,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371017&jenis=0"
1371,"UNEJ",'13711018,"FARMASI","Sarjana","Tidak Ada",1113,40,1086,54,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371018&jenis=0"
1371,"UNEJ",'13711019,"ILMU KEPERAWATAN","Sarjana","Tidak Ada",1033,50,900,69,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371019&jenis=0"
1371,"UNEJ",'13711020,"SISTEM INFORMASI","Sarjana","Tidak Ada",400,25,344,36,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371020&jenis=0"
1371,"UNEJ",'13711024,"TEKNOLOGI INDUSTRI PERTANIAN","Sarjana","Tidak Ada",135,30,176,44,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371024&jenis=0"
1371,"UNEJ",'13711025,"ILMU TANAH","Sarjana","Tidak Ada",88,20,71,24,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371025&jenis=0"
1371,"UNEJ",'13711026,"PROTEKSI TANAMAN","Sarjana","Tidak Ada",56,20,75,27,"https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sn.php?ptn=371&prodi=371026&jenis=0"
